window_index,start_sec,end_sec,label,label_index,reason,airflow_min,airflow_median,low_airflow_fraction,very_low_airflow_fraction,very_low_airflow_run_sec,low_airflow_run_sec,spo2_min,spo2_drop,low_spo2_run_sec,movement_high_fraction,movement_high_run_sec,snoring_high_fraction,snoring_high_run_sec
262,15720,15780,HSA,3,Reduced airflow + oxygen drop,11.203530633433363,14.748353128245368,0.05,0.0,0.0,1.0,89.0,10.0,0.0,0.03333333333333333,2.0,0.05555555555555555,2.6666666666666665
263,15780,15840,HSA,3,Reduced airflow + oxygen drop,11.0,14.723784722222543,0.06111111111111111,0.0,0.0,1.6666666666666667,90.0,7.0,0.0,0.027777777777777776,1.6666666666666667,0.0,0.0
264,15840,15900,HSA,3,Reduced airflow + oxygen drop,11.0,15.0,0.07777777777777778,0.0,0.0,1.3333333333333333,88.0,11.0,6.0,0.0,0.0,0.044444444444444446,1.6666666666666667
265,15900,15960,HSA,3,Reduced airflow + oxygen drop,10.722741433033246,14.806250000000794,0.05555555555555555,0.0,0.0,1.0,90.0,9.0,0.0,0.0,0.0,0.05,2.3333333333333335
266,15960,16020,HSA,3,Reduced airflow + oxygen drop,11.029075804771338,14.8436953608273,0.016666666666666666,0.0,0.0,0.6666666666666666,92.0,7.0,0.0,0.0,0.0,0.0,0.0
267,16020,16080,HSA,3,Reduced airflow + oxygen drop,13.039755351689918,15.0,0.0,0.0,0.0,0.0,93.0,4.0,0.0,0.0,0.0,0.0,0.0
268,16080,16140,Normal,0,No sustained airflow reduction with oxygen drop,13.504166666664654,15.0,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0
269,16140,16200,Normal,0,No sustained airflow reduction with oxygen drop,13.002070393375162,15.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0
270,16200,16260,HSA,3,Reduced airflow + oxygen drop,14.0,15.0,0.0,0.0,0.0,0.0,65.0,34.0,2.0,0.0,0.0,0.08888888888888889,3.0
271,16260,16320,Normal,0,No sustained airflow reduction with oxygen drop,13.187499999998579,15.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0
272,16320,16380,HSA,3,Reduced airflow + oxygen drop,12.91666666667235,15.0,0.0,0.0,0.0,0.0,95.0,4.0,0.0,0.0,0.0,0.016666666666666666,0.6666666666666666
273,16380,16440,Normal,0,No sustained airflow reduction with oxygen drop,13.229674796752002,15.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.03333333333333333,1.3333333333333333
274,16440,16500,Normal,0,No sustained airflow reduction with oxygen drop,13.461697722570797,15.0,0.0,0.0,0.0,0.0,93.0,3.0,0.0,0.0,0.0,0.0,0.0
275,16500,16560,Normal,0,No sustained airflow reduction with oxygen drop,14.0,15.0,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0
276,16560,16620,Normal,0,No sustained airflow reduction with oxygen drop,13.313541666662617,15.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0
277,16620,16680,Normal,0,No sustained airflow reduction with oxygen drop,13.136645962738113,15.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0
278,16680,16740,Normal,0,No sustained airflow reduction with oxygen drop,13.434782608693688,15.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0
279,16740,16800,Normal,0,No sustained airflow reduction with oxygen drop,13.12831241284141,15.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0
280,16800,16860,HSA,3,Reduced airflow + oxygen drop,13.0,15.0,0.0,0.0,0.0,0.0,94.0,5.0,0.0,0.0,0.0,0.022222222222222223,1.3333333333333333
281,16860,16920,HSA,3,Reduced airflow + oxygen drop,13.477083333317275,15.0,0.0,0.0,0.0,0.0,91.0,8.0,0.0,0.0,0.0,0.016666666666666666,0.6666666666666666
282,16920,16980,HSA,3,Reduced airflow + oxygen drop,13.015214384512205,15.0,0.0,0.0,0.0,0.0,83.0,13.0,4.0,0.0,0.0,0.0,0.0
283,16980,17040,HSA,3,Reduced airflow + oxygen drop,13.450310559007404,15.0,0.0,0.0,0.0,0.0,65.0,32.0,2.0,0.0,0.0,0.03888888888888889,1.3333333333333333
284,17040,17100,Normal,0,No sustained airflow reduction with oxygen drop,13.117708333334683,14.844270833341255,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0
285,17100,17160,Normal,0,No sustained airflow reduction with oxygen drop,13.002076843198763,15.0,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0
286,17160,17220,Normal,0,No sustained airflow reduction with oxygen drop,13.101936799182669,15.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0
287,17220,17280,Normal,0,No sustained airflow reduction with oxygen drop,13.12876427830059,15.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.0,0.0,0.0,0.0
288,17280,17340,Normal,0,No sustained airflow reduction with oxygen drop,13.245341614911533,15.0,0.0,0.0,0.0,0.0,94.0,3.0,0.0,0.0,0.0,0.0,0.0
289,17340,17400,Normal,0,No sustained airflow reduction with oxygen drop,14.0,14.830218068535189,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.0,0.0,0.0,0.0
290,17400,17460,Normal,0,No sustained airflow reduction with oxygen drop,13.078920041530298,15.0,0.0,0.0,0.0,0.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0
291,17460,17520,Normal,0,No sustained airflow reduction with oxygen drop,13.406832298151594,14.962681159429671,0.0,0.0,0.0,0.0,94.0,3.0,0.0,0.0,0.0,0.0,0.0
292,17520,17580,Normal,0,No sustained airflow reduction with oxygen drop,13.309374999995097,14.9407899844713,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.1,6.0,0.0,0.0
293,17580,17640,Normal,0,No sustained airflow reduction with oxygen drop,13.015197568370136,15.0,0.0,0.0,0.0,0.0,94.0,3.0,0.0,0.0,0.0,0.0,0.0
294,17640,17700,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.18380564181976,0.14444444444444443,0.08888888888888889,1.3333333333333333,2.0,65.0,33.0,16.0,0.0,0.0,0.03888888888888889,1.3333333333333333
295,17700,17760,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.0,0.2388888888888889,0.1388888888888889,1.3333333333333333,1.6666666666666667,84.0,13.0,1.6666666666666667,0.03333333333333333,2.0,0.0,0.0
296,17760,17820,Normal,0,No sustained airflow reduction with oxygen drop,3.0,14.01863354037646,0.25,0.07222222222222222,1.0,1.6666666666666667,93.0,3.0,0.0,0.17222222222222222,6.333333333333333,0.0,0.0
297,17820,17880,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0791666666601296,14.0,0.17777777777777778,0.05,2.0,2.3333333333333335,92.0,4.0,0.0,0.06666666666666667,4.0,0.0,0.0
298,17880,17940,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.0,0.19444444444444445,0.07222222222222222,1.3333333333333333,2.3333333333333335,85.0,12.0,4.333333333333333,0.09444444444444444,4.0,0.0,0.0
299,17940,18000,OSA,1,Very low airflow + oxygen drop + obstruction signal,8.318840579707198,14.0,0.20555555555555555,0.0,0.0,2.0,85.0,11.0,1.6666666666666667,0.06666666666666667,4.0,0.0,0.0
300,18000,18060,Normal,0,No sustained airflow reduction with oxygen drop,9.057971014481947,13.852307242988845,0.24444444444444444,0.0,0.0,1.6666666666666667,94.0,1.0,0.0,0.06666666666666667,4.0,0.0,0.0
301,18060,18120,Normal,0,No sustained airflow reduction with oxygen drop,10.008307372795048,14.0,0.17777777777777778,0.0,0.0,2.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0
302,18120,18180,Normal,0,No sustained airflow reduction with oxygen drop,11.0,14.0,0.12222222222222222,0.0,0.0,1.3333333333333333,93.0,2.0,0.0,0.0,0.0,0.0,0.0
303,18180,18240,Normal,0,No sustained airflow reduction with oxygen drop,9.711015736801833,13.893415758049372,0.08888888888888889,0.0,0.0,1.0,93.0,2.0,0.0,0.0,0.0,0.0,0.0
304,18240,18300,OSA,1,Very low airflow + oxygen drop + obstruction signal,10.2741935483994,14.0,0.15555555555555556,0.0,0.0,2.0,65.0,30.0,2.0,0.0,0.0,0.05,2.3333333333333335
305,18300,18360,Normal,0,No sustained airflow reduction with oxygen drop,10.371635610773835,14.0,0.08333333333333333,0.0,0.0,1.0,93.0,2.0,0.0,0.0,0.0,0.0,0.0
306,18360,18420,Normal,0,No sustained airflow reduction with oxygen drop,10.337500000000853,13.856697819308074,0.1111111111111111,0.0,0.0,1.3333333333333333,93.0,1.0238836967857594,0.0,0.06666666666666667,4.0,0.0,0.0
307,18420,18480,Normal,0,No sustained airflow reduction with oxygen drop,11.0,14.0,0.06666666666666667,0.0,0.0,0.6666666666666666,93.0,2.0,0.0,0.03333333333333333,2.0,0.0,0.0
308,18480,18540,Normal,0,No sustained airflow reduction with oxygen drop,10.0,14.0,0.10555555555555556,0.0,0.0,1.0,93.0,2.0,0.0,0.0,0.0,0.0,0.0
309,18540,18600,Normal,0,No sustained airflow reduction with oxygen drop,11.272916666665672,13.859813084111885,0.05,0.0,0.0,0.6666666666666666,92.05383022774292,2.946169772257079,0.0,0.0,0.0,0.0,0.0
310,18600,18660,Normal,0,No sustained airflow reduction with oxygen drop,11.089583333340297,14.0,0.08333333333333333,0.0,0.0,1.6666666666666667,92.0,2.0,0.0,0.0,0.0,0.0,0.0
311,18660,18720,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.0,0.19444444444444445,0.07222222222222222,1.0,2.0,78.0,19.0,12.0,0.1,6.0,0.0,0.0
312,18720,18780,OSA,1,Very low airflow + oxygen drop + obstruction signal,10.06458333333518,14.0,0.14444444444444443,0.0,0.0,1.3333333333333333,94.0,5.0,0.0,0.0,0.0,0.03888888888888889,1.0
313,18780,18840,Normal,0,No sustained airflow reduction with oxygen drop,9.48333333334129,14.0,0.1388888888888889,0.0,0.0,1.6666666666666667,94.0,1.0,0.0,0.0,0.0,0.0,0.0
314,18840,18900,Normal,0,No sustained airflow reduction with oxygen drop,9.31152647974633,14.0,0.06666666666666667,0.0,0.0,1.0,93.0,3.0,0.0,0.0,0.0,0.0,0.0
315,18900,18960,Normal,0,No sustained airflow reduction with oxygen drop,10.346832814125287,14.0,0.08333333333333333,0.0,0.0,0.6666666666666666,93.0,2.0,0.0,0.0,0.0,0.0,0.0
316,18960,19020,Normal,0,No sustained airflow reduction with oxygen drop,10.379166666676046,14.0,0.07222222222222222,0.0,0.0,0.6666666666666666,93.0,2.0,0.0,0.0,0.0,0.0,0.0
317,19020,19080,OSA,1,Very low airflow + oxygen drop + obstruction signal,7.269791666642295,14.0,0.1111111111111111,0.005555555555555556,0.3333333333333333,1.6666666666666667,91.0,5.0,0.0,0.06666666666666667,4.0,0.0,0.0
318,19080,19140,Normal,0,No sustained airflow reduction with oxygen drop,10.008333333335038,14.721014492753378,0.16666666666666666,0.0,0.0,1.3333333333333333,93.0,2.0,0.0,0.0,0.0,0.0,0.0
319,19140,19200,Normal,0,No sustained airflow reduction with oxygen drop,10.156249999997868,14.0,0.15,0.0,0.0,1.6666666666666667,93.0,2.0,0.0,0.06666666666666667,4.0,0.0,0.0
320,19200,19260,Normal,0,No sustained airflow reduction with oxygen drop,10.275000000053149,14.0,0.11666666666666667,0.0,0.0,1.0,92.0,3.0,0.0,0.1,6.0,0.0,0.0
321,19260,19320,Normal,0,No sustained airflow reduction with oxygen drop,7.492753623175634,14.0108695652196,0.15555555555555556,0.011111111111111112,0.6666666666666666,1.3333333333333333,93.0,2.0,0.0,0.07222222222222222,4.333333333333333,0.0,0.0
322,19320,19380,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.332294911733953,0.16666666666666666,0.07777777777777778,1.6666666666666667,2.0,70.0,28.0,9.666666666666666,0.06666666666666667,4.0,0.0,0.0
323,19380,19440,HSA,3,Reduced airflow + oxygen drop,10.36250000000597,14.357240675995618,0.08333333333333333,0.0,0.0,1.3333333333333333,81.0,16.0,6.333333333333333,0.0,0.0,0.0,0.0
324,19440,19500,Normal,0,No sustained airflow reduction with oxygen drop,11.0,14.338541565877906,0.05,0.0,0.0,1.3333333333333333,94.0,2.0,0.0,0.0,0.0,0.0,0.0
325,19500,19560,Normal,0,No sustained airflow reduction with oxygen drop,11.056250000000142,14.069707294908946,0.027777777777777776,0.0,0.0,0.6666666666666666,95.0,1.0,0.0,0.07222222222222222,4.333333333333333,0.0,0.0
326,19560,19620,HSA,3,Reduced airflow + oxygen drop,11.019791666659348,14.173319530713528,0.03888888888888889,0.0,0.0,1.3333333333333333,92.0,7.0,0.0,0.0,0.0,0.03888888888888889,1.3333333333333333
327,19620,19680,Normal,0,No sustained airflow reduction with oxygen drop,11.413541666660343,14.184319833856145,0.022222222222222223,0.0,0.0,0.6666666666666666,94.0,1.0,0.0,0.0,0.0,0.0,0.0
328,19680,19740,Normal,0,No sustained airflow reduction with oxygen drop,11.033333333317417,14.532482334167595,0.027777777777777776,0.0,0.0,0.3333333333333333,94.0,1.0,0.0,0.0,0.0,0.0,0.0
329,19740,19800,HSA,3,Reduced airflow + oxygen drop,11.0,14.613182582810508,0.03888888888888889,0.0,0.0,1.6666666666666667,65.0,30.0,2.0,0.0,0.0,0.05,2.6666666666666665
330,19800,19860,OSA,1,Very low airflow + oxygen drop + obstruction signal,2.6947916666610534,14.711801242233891,0.08333333333333333,0.022222222222222223,0.6666666666666666,2.0,84.0,11.0,18.333333333333332,0.06666666666666667,2.0,0.0,0.0
331,19860,19920,CSA,2,Very low airflow + oxygen drop + low movement/snoring,6.6448598130796634,14.0,0.1,0.011111111111111112,0.3333333333333333,1.3333333333333333,71.0,27.0,2.3333333333333335,0.0,0.0,0.0,0.0
332,19920,19980,HSA,3,Reduced airflow + oxygen drop,11.0,14.0,0.06111111111111111,0.0,0.0,1.0,88.0,8.0,0.3333333333333333,0.1,6.0,0.0,0.0
333,19980,20040,OSA,1,Very low airflow + oxygen drop + obstruction signal,5.0,14.490907320887471,0.2,0.03888888888888889,1.3333333333333333,1.6666666666666667,65.0,33.0,19.0,0.027777777777777776,1.6666666666666667,0.0,0.0
334,20040,20100,Normal,0,No sustained airflow reduction with oxygen drop,8.302277432683303,14.389696489147147,0.2388888888888889,0.0,0.0,2.0,95.0,2.0,0.0,0.03333333333333333,2.0,0.0,0.0
335,20100,20160,Normal,0,No sustained airflow reduction with oxygen drop,8.541666666641087,14.136839262382026,0.15555555555555556,0.0,0.0,1.6666666666666667,92.0,3.0,0.0,0.07222222222222222,4.333333333333333,0.0,0.0
336,20160,20220,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.4395833333323387,14.0,0.15555555555555556,0.03333333333333333,1.0,2.0,85.0,10.0,3.0,0.2,6.0,0.0,0.0
337,20220,20280,CSA,2,Very low airflow + oxygen drop + low movement/snoring,4.037267080719026,14.0,0.16666666666666666,0.016666666666666666,1.0,1.6666666666666667,85.0,11.0,5.333333333333333,0.0,0.0,0.0,0.0
338,20280,20340,HSA,3,Reduced airflow + oxygen drop,10.604361370726467,14.07360958402948,0.07777777777777778,0.0,0.0,1.6666666666666667,92.0,4.0,0.0,0.06666666666666667,4.0,0.0,0.0
339,20340,20400,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.326189843043004,0.12777777777777777,0.06666666666666667,1.6666666666666667,1.6666666666666667,76.0,21.0,19.666666666666668,0.044444444444444446,1.6666666666666667,0.0,0.0
340,20400,20460,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.087273550724888,0.18333333333333332,0.027777777777777776,1.3333333333333333,2.3333333333333335,85.0,11.0,8.0,0.07777777777777778,3.0,0.0,0.0
341,20460,20520,HSA,3,Reduced airflow + oxygen drop,9.101626016280452,14.760783359296067,0.044444444444444446,0.0,0.0,1.0,87.0,11.0,6.0,0.06666666666666667,4.0,0.0,0.0
342,20520,20580,OSA,1,Very low airflow + oxygen drop + obstruction signal,8.0,14.980311853015117,0.10555555555555556,0.005555555555555556,0.3333333333333333,1.6666666666666667,89.0,9.0,0.0,0.03333333333333333,2.0,0.0,0.0
343,20580,20640,HSA,3,Reduced airflow + oxygen drop,10.631469979311504,14.745460205454386,0.005555555555555556,0.0,0.0,0.3333333333333333,90.0,7.0,0.0,0.06666666666666667,4.0,0.0,0.0
344,20640,20700,HSA,3,Reduced airflow + oxygen drop,6.636458333315783,14.531983385249598,0.08333333333333333,0.011111111111111112,0.6666666666666666,1.6666666666666667,84.0,13.0,0.3333333333333333,0.0,0.0,0.0,0.0
345,20700,20760,HSA,3,Reduced airflow + oxygen drop,11.0,14.655230978258533,0.011111111111111112,0.0,0.0,0.6666666666666666,83.0,14.0,16.333333333333332,0.0,0.0,0.0,0.0
346,20760,20820,HSA,3,Reduced airflow + oxygen drop,11.0,14.81055900620655,0.03333333333333333,0.0,0.0,0.6666666666666666,93.0,4.0,0.0,0.0,0.0,0.0,0.0
347,20820,20880,HSA,3,Reduced airflow + oxygen drop,8.737500000003127,14.691643951199291,0.044444444444444446,0.0,0.0,1.3333333333333333,91.0,6.0,0.0,0.0,0.0,0.0,0.0
348,20880,20940,HSA,3,Reduced airflow + oxygen drop,8.525000000005116,14.927051492015933,0.016666666666666666,0.0,0.0,1.0,94.0,4.0,0.0,0.03333333333333333,2.0,0.0,0.0
349,20940,21000,HSA,3,Reduced airflow + oxygen drop,11.31910569105761,14.812272845276546,0.005555555555555556,0.0,0.0,0.3333333333333333,92.0,6.0,0.0,0.19444444444444445,10.0,0.0,0.0
350,21000,21060,HSA,3,Reduced airflow + oxygen drop,6.21666666666553,14.58082002855608,0.06111111111111111,0.016666666666666666,0.6666666666666666,1.3333333333333333,80.0,16.0,19.0,0.03888888888888889,2.3333333333333335,0.0,0.0
351,21060,21120,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.6873706004182891,14.998442367600928,0.1111111111111111,0.08333333333333333,1.3333333333333333,2.0,65.0,33.0,10.333333333333334,0.06666666666666667,4.0,0.0,0.0
352,21120,21180,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.497403946001548,0.22777777777777777,0.03333333333333333,1.3333333333333333,1.6666666666666667,65.0,34.0,1.6666666666666667,0.16111111111111112,5.666666666666667,0.0,0.0
353,21180,21240,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.47589037046414,0.18888888888888888,0.06666666666666667,1.6666666666666667,2.0,93.0,5.0,0.0,0.06666666666666667,4.0,0.0,0.0
354,21240,21300,MSA,4,Very low airflow + oxygen drop + both movement and snoring activity,1.0,14.718445850505226,0.19444444444444445,0.08888888888888889,1.6666666666666667,1.6666666666666667,80.0,19.0,16.666666666666668,0.03333333333333333,2.0,0.03888888888888889,1.0
355,21300,21360,OSA,1,Very low airflow + oxygen drop + obstruction signal,10.011422637593192,15.0,0.12222222222222222,0.0,0.0,1.6666666666666667,65.0,33.0,2.0,0.06666666666666667,4.0,0.016666666666666666,0.3333333333333333
356,21360,21420,Normal,0,No sustained airflow reduction with oxygen drop,12.530612244889474,15.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0
357,21420,21480,Normal,0,No sustained airflow reduction with oxygen drop,12.0,15.0,0.005555555555555556,0.0,0.0,0.3333333333333333,94.0,3.0,0.0,0.0,0.0,0.0,0.0
358,21480,21540,HSA,3,Reduced airflow + oxygen drop,10.20520833334122,15.0,0.005555555555555556,0.0,0.0,0.3333333333333333,65.0,33.0,2.0,0.06666666666666667,4.0,0.016666666666666666,0.6666666666666666
359,21540,21600,Normal,0,No sustained airflow reduction with oxygen drop,13.0,15.0,0.0,0.0,0.0,0.0,94.0,2.0,0.0,0.23333333333333334,8.0,0.016666666666666666,1.0
360,21600,21660,HSA,3,Reduced airflow + oxygen drop,7.618749999990195,15.0,0.03888888888888889,0.011111111111111112,0.6666666666666666,1.3333333333333333,89.0,7.0,0.0,0.044444444444444446,1.6666666666666667,0.0,0.0
361,21660,21720,HSA,3,Reduced airflow + oxygen drop,12.847352024913645,15.0,0.0,0.0,0.0,0.0,89.0,8.0,0.0,0.044444444444444446,1.6666666666666667,0.0,0.0
362,21720,21780,HSA,3,Reduced airflow + oxygen drop,12.804347826081061,15.038020833329746,0.0,0.0,0.0,0.0,93.0,4.0,0.0,0.0,0.0,0.0,0.0
363,21780,21840,HSA,3,Reduced airflow + oxygen drop,12.062499999990052,15.0,0.0,0.0,0.0,0.0,65.0,32.0,2.0,0.1,6.0,0.03333333333333333,1.3333333333333333
364,21840,21900,Normal,0,No sustained airflow reduction with oxygen drop,13.14791666666283,15.0,0.0,0.0,0.0,0.0,95.0,2.0,0.0,0.16666666666666666,4.0,0.05,2.0
365,21900,21960,HSA,3,Reduced airflow + oxygen drop,10.436137071604062,15.0,0.005555555555555556,0.0,0.0,0.3333333333333333,90.0,9.0,0.0,0.06111111111111111,2.0,0.05555555555555555,3.0
366,21960,22020,Normal,0,No sustained airflow reduction with oxygen drop,8.789583333335749,15.0,0.027777777777777776,0.0,0.0,1.0,94.0,3.0,0.0,0.15,5.666666666666667,0.0,0.0
367,22020,22080,HSA,3,Reduced airflow + oxygen drop,8.0,15.0,0.03888888888888889,0.005555555555555556,0.3333333333333333,1.0,84.0,15.0,8.333333333333334,0.1,6.0,0.03888888888888889,1.0
368,22080,22140,OSA,1,Very low airflow + oxygen drop + obstruction signal,5.0,15.0,0.03888888888888889,0.022222222222222223,1.3333333333333333,1.3333333333333333,79.0,19.0,6.666666666666667,0.027777777777777776,1.6666666666666667,0.0,0.0
369,22140,22200,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,15.0,0.044444444444444446,0.044444444444444446,1.6666666666666667,1.6666666666666667,65.0,33.0,6.333333333333333,0.14444444444444443,6.0,0.0,0.0
370,22200,22260,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.862500000000285,0.20555555555555555,0.10555555555555556,1.3333333333333333,2.0,65.0,33.0,6.0,0.18888888888888888,6.333333333333333,0.0,0.0
371,22260,22320,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.648987538937199,0.16666666666666666,0.08333333333333333,1.6666666666666667,1.6666666666666667,65.0,33.0,6.333333333333333,0.1111111111111111,5.0,0.0,0.0
372,22320,22380,CSA,2,Very low airflow + oxygen drop + low movement/snoring,4.031250000006395,15.0,0.08888888888888889,0.022222222222222223,1.3333333333333333,1.3333333333333333,94.0,4.0,0.0,0.016666666666666666,1.0,0.0,0.0
373,22380,22440,HSA,3,Reduced airflow + oxygen drop,9.129802699865971,14.915368639661773,0.016666666666666666,0.0,0.0,0.3333333333333333,93.0,4.0,0.0,0.1,4.0,0.0,0.0
374,22440,22500,CSA,2,Very low airflow + oxygen drop + low movement/snoring,1.0,15.037951064372677,0.12777777777777777,0.027777777777777776,1.6666666666666667,1.6666666666666667,86.0,11.0,2.0,0.0,0.0,0.0,0.0
375,22500,22560,OSA,1,Very low airflow + oxygen drop + obstruction signal,6.0,15.0,0.10555555555555556,0.011111111111111112,0.6666666666666666,2.0,86.0,11.0,6.0,0.027777777777777776,1.6666666666666667,0.0,0.0
376,22560,22620,CSA,2,Very low airflow + oxygen drop + low movement/snoring,7.142857142852301,15.0,0.05,0.022222222222222223,0.6666666666666666,1.3333333333333333,93.0,5.0,0.0,0.0,0.0,0.0,0.0
377,22620,22680,CSA,2,Very low airflow + oxygen drop + low movement/snoring,6.0,15.0,0.06666666666666667,0.022222222222222223,1.0,1.6666666666666667,88.0,10.0,6.0,0.0,0.0,0.0,0.0
378,22680,22740,HSA,3,Reduced airflow + oxygen drop,11.179166666680594,15.0,0.016666666666666666,0.0,0.0,0.6666666666666666,94.0,4.0,0.0,0.027777777777777776,1.6666666666666667,0.0,0.0
379,22740,22800,HSA,3,Reduced airflow + oxygen drop,10.066458982337723,15.0,0.05,0.0,0.0,1.3333333333333333,93.0,5.0,0.0,0.1,4.0,0.0,0.0
380,22800,22860,HSA,3,Reduced airflow + oxygen drop,10.64182194616472,15.0,0.022222222222222223,0.0,0.0,0.6666666666666666,91.0,6.0,0.0,0.0,0.0,0.0,0.0
381,22860,22920,HSA,3,Reduced airflow + oxygen drop,12.023809523814366,15.0,0.0,0.0,0.0,0.0,91.0,7.0,0.0,0.0,0.0,0.0,0.0
382,22920,22980,OSA,1,Very low airflow + oxygen drop + obstruction signal,4.02803738318329,15.0,0.03888888888888889,0.016666666666666666,0.6666666666666666,1.0,91.0,7.0,0.0,0.027777777777777776,1.6666666666666667,0.0,0.0
383,22980,23040,HSA,3,Reduced airflow + oxygen drop,12.81366459628059,15.0,0.0,0.0,0.0,0.0,91.0,6.0,0.0,0.12222222222222222,4.0,0.0,0.0
384,23040,23100,HSA,3,Reduced airflow + oxygen drop,12.149532710288211,14.853645833331806,0.0,0.0,0.0,0.0,94.0,4.0,0.0,0.022222222222222223,1.3333333333333333,0.0,0.0
385,23100,23160,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.615264797508635,0.18333333333333332,0.08888888888888889,1.6666666666666667,2.0,84.0,14.0,13.666666666666666,0.1,4.0,0.0,0.0
386,23160,23220,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.648437500001954,0.2,0.1,1.6666666666666667,1.6666666666666667,65.0,33.0,10.333333333333334,0.03333333333333333,2.0,0.0,0.0
387,23220,23280,HSA,3,Reduced airflow + oxygen drop,11.0,14.626098455345264,0.027777777777777776,0.0,0.0,1.3333333333333333,93.0,4.0,0.0,0.0,0.0,0.0,0.0
388,23280,23340,HSA,3,Reduced airflow + oxygen drop,13.0,14.736136104174737,0.0,0.0,0.0,0.0,93.0,5.0,0.0,0.06111111111111111,3.6666666666666665,0.0,0.0
389,23340,23400,HSA,3,Reduced airflow + oxygen drop,12.214953271037889,14.84866952232353,0.0,0.0,0.0,0.0,94.0,4.0,0.0,0.03333333333333333,2.0,0.0,0.0
390,23400,23460,Normal,0,No sustained airflow reduction with oxygen drop,13.0,14.708342665551035,0.0,0.0,0.0,0.0,95.0,3.0,0.0,0.17222222222222222,4.0,0.0,0.0
391,23460,23520,Normal,0,No sustained airflow reduction with oxygen drop,13.01863354037646,14.959999353010888,0.0,0.0,0.0,0.0,93.0,3.0,0.0,0.1,6.0,0.0,0.0
392,23520,23580,Normal,0,No sustained airflow reduction with oxygen drop,12.064583333323812,14.902551227732356,0.0,0.0,0.0,0.0,94.0,3.0,0.0,0.0,0.0,0.0,0.0
393,23580,23640,Normal,0,No sustained airflow reduction with oxygen drop,11.225000000000568,14.739485981317626,0.011111111111111112,0.0,0.0,0.6666666666666666,95.0,2.0,0.0,0.05555555555555555,2.0,0.0,0.0
394,23640,23700,Normal,0,No sustained airflow reduction with oxygen drop,13.0,14.564182194621814,0.0,0.0,0.0,0.0,94.0,3.0,0.0,0.12222222222222222,4.333333333333333,0.0,0.0
395,23700,23760,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.649993509861591,0.08333333333333333,0.03333333333333333,1.0,2.3333333333333335,76.0,20.0,6.333333333333333,0.1,4.0,0.0,0.0
396,23760,23820,MSA,4,Very low airflow + oxygen drop + both movement and snoring activity,1.0,14.42687629399536,0.2833333333333333,0.13333333333333333,1.0,1.6666666666666667,72.0,25.0,17.666666666666668,0.044444444444444446,1.6666666666666667,0.03333333333333333,2.0
397,23820,23880,OSA,1,Very low airflow + oxygen drop + obstruction signal,1.0,14.977997799781491,0.35,0.28888888888888886,1.0,1.3333333333333333,65.0,32.0,50.0,0.18333333333333332,4.0,0.0,0.0
